RequirePlayerLevel	SkillID	SkillLevel	Desc	IsEnableAutoLearning	CostTrain
1	10061	1	游龙骑法	1	0
1	10024	1	奔雷枪术	1	0
1	10023	1	虎牙令	1	0
1	10017	1	羽林枪法	1	0
1	521	1	铁牢律	1	0
1	532	1	傲血战意	1	0
1	10082	1	轻功	1	0
1	10125	1	经脉畅行	1	0
1	10101	1	百战肃杀阵	1	0
1	10076	1	九襄地玄阵	1	0
1	662	1	九襄地玄阵开阵	1	0
1	754	1	百战肃杀阵开阵	1	0
1	605	1	骑术	1	0
1	400	28	穿云	1	0
1	403	30	龙吟	1	0
1	10062	1	铁牢律	1	0
1	10026	1	傲血战意	1	0
1	520	1	铁牢律	1	0
1	531	1	傲血战意	1	0
3	415	29	龙牙	1	0
5	480	1	沧月	1	0
5	18240	1	沧月	1	0
7	427	29	战八方	1	0
7	418	6	突	1	0
8	81	1	神行千里	1	0
9	412	1	疾如风	1	0
9	423	19	灭	1	0
9	24897	19	灭	1	0
10	9003	4	蹑云逐月	1	0
10	9002	11	扶摇直上	1	0
10	35	1	传功	1	0
10	10062	2	铁牢律	1	0
10	10026	2	傲血战意	1	0
10	520	2	铁牢律	1	0
10	531	2	傲血战意	1	0
11	404	8	撼如雷	1	0
11	428	7	断魂刺	1	0
12	9005	1	凌霄揽胜	1	0
12	9006	1	瑶台枕鹤	1	0
12	9004	1	迎风回浪	1	0
12	433	1	任驰骋	1	0
13	424	6	疾	1	0
13	18555	6	马上疾	1	0
14	413	1	守如山	1	0
15	442	6	御	1	0
16	422	5	啸如虎	1	0
16	21287	5	啸如虎	1	0
17	2603	1	乘龙箭	1	0
17	24892	1	乘龙箭	1	0
18	426	1	破坚阵	1	0
20	10062	3	铁牢律	1	0
20	10026	3	傲血战意	1	0
20	520	3	铁牢律	1	0
20	531	3	傲血战意	1	0
30	44368	1	破罡	1	0
30	10062	4	铁牢律	1	0
30	10026	4	傲血战意	1	0
30	520	4	铁牢律	1	0
30	531	4	傲血战意	1	0
50	10062	5	铁牢律	1	0
50	10026	5	傲血战意	1	0
50	520	5	铁牢律	1	0
50	531	5	傲血战意	1	0
